"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","MEASURE_2 error","Operational"
"72","240.98816592854732","309.51891225660586","0.002197265625","0.0029296875","0.00146484375","2200","0.00011681699905520785","32","0.00011681699905520785","0","0.00011681699905520785","0.00011681699905520785","73:0.0008845009551218808;71:0.0022324246507793577","73:68;71:68","73:0.0009237690093804596;71:0.0011050282739182016","0.002197265625","0.00537109375","Yes"
"73","258.50869458069883","254.556855937437","0.0029296875","0.0048828125","0.0009765625","2200","0.00012961190105552348","32","0.00012961190105552348","0","0.00012961190105552348","0.00012961190105552348","72:0.0008845009551218808;74:0.0012290871419600724;79:0.000975533016846386","72:68;74:68;79:68","72:0.0009237690093804596;74:0.0008229520710720528;79:0.0013513557744093407","0.0029296875","0.00439453125","Yes"
"74","298.6201764985058","264.2189607229809","0.00439453125","0.0029296875","0.005859375","2200","0.00020840515967837046","32","0.00020840515967837046","0","0.00020840515967837046","0.00020840515967837046","73:0.0012290871419600724;75:0.0011158645758101715","73:68;75:68","73:0.0008229520710720528;75:0.0007682286170242469","0.00439453125","0.008056640625","Yes"
"75","324.51233263448626","537.9911713956134","0.000732421875","0.00048828125","0.0009765625","2200","0.00009858606592074248","32","0.00009858606592074248","0","0.00009858606592074248","0.00009858606592074248","59:0.0016160503970555073;74:0.0011158645758101715","59:68;74:68","59:0.001630651907802677;74:0.0007682286170242469","0.000732421875","0.001953125","Yes"
"76","261.43204738088747","361.13904290003256","0.00537109375","0.00390625","0.0068359375","2200","0.00014447223069041497","32","0.00014447223069041497","0","0.00014447223069041497","0.00014447223069041497","81:0.0012623075341065548;61:0.0018432999928074956","81:68;61:68","81:0.001247386228209857;61:0.001876380111849013","0.00537109375","0.005126953125","Yes"
"77","250.02678319241267","351.7071763616128","0.005615234375","0.0048828125","0.00634765625","2200","0.0001655724049230055","32","0.0001655724049230055","0","0.0001655724049230055","0.0001655724049230055","85:0.15982375813143707;65:0.0009590450655103944","85:68;65:68","65:0.0012517613263471339","0.005615234375","0.00341796875","Yes"
"78","282.54960050082525","369.42199013857584","0.00439453125","0.005859375","0.0029296875","2200","0.0001788878258404976","32","0.0001788878258404976","0","0.0001788878258404976","0.0001788878258404976","69:0.0009477432429510768;89:0.0009260462272629721","69:68;89:68","69:0.0011768673797953322;89:0.0014743309824421513","0.00439453125","0.004150390625","Yes"
"79","271.6264582909473","287.58217405703954","0.00390625","0.00390625","0.00390625","2200","0.00012627607699284242","32","0.00012627607699284242","0","0.00012627607699284242","0.00012627607699284242","93:0.0011079849759361715;73:0.000975533016846386","93:68;73:68","93:0.001240694292636596;73:0.0013513557744093407","0.00390625","0.001708984375","Yes"
"80","288.54151117888097","465.4484429954694","0.00244140625","0.00439453125","0.00048828125","2200","0.00015770706843111848","32","0.00015770706843111848","0","0.00015770706843111848","0.00015770706843111848","81:0.0016193853746034603","81:68","81:0.0017357703658180124","0.00244140625","0.00244140625","Yes"
"81","344.5777966175893","453.5168498957773","0.00390625","0.00341796875","0.00439453125","2200","0.0001276775283921288","32","0.0001276775283921288","0","0.0001276775283921288","0.0001276775283921288","80:0.0016193853746034603;82:0.0009154483980466921;76:0.0012623075341065548","80:68;82:68;76:68","80:0.0017357703658180124;82:0.0010945982380508867;76:0.001247386228209857","0.00390625","0.02392578125","Yes"
"82","323.5989870888643","347.1137177436055","0.005615234375","0.0048828125","0.00634765625","2200","0.00013015636483145178","32","0.00013015636483145178","0","0.00013015636483145178","0.00013015636483145178","81:0.0009154483980466921;83:0.002344914575553192","81:68;83:68","81:0.0010945982380508867;83:0.001762756851088454","0.005615234375","0.0029296875","Yes"
"83","285.6853804109958","356.8650925076047","0.00341796875","0.005859375","0.0009765625","2200","0.0001290680892014548","32","0.0001290680892014548","0","0.0001290680892014548","0.0001290680892014548","96:0.0017961616613288156;82:0.002344914575553192;84:0.002780038344855601","96:68;82:68;84:68","96:0.001289291174797924;82:0.001762756851088454;84:0.0027138973724792625","0.00341796875","0.006103515625","Yes"
"84","244.81314297344042","242.79702532442315","0.002685546875","0.0029296875","0.00244140625","2200","0.00015077280639457652","32","0.00015077280639457652","0","0.00015077280639457652","0.00015077280639457652","83:0.002780038344855601;85:0.11382720414733068","83:68;85:68","83:0.0027138973724792625","0.002685546875","0.00341796875","Yes"
"85","6.797453776694885","5.393340445442146","0.1630859375","0.32568359375","0.00048828125","2200","0.02797888168784914","32","0.02797888168784914","0","0.02797888168784914","0.02797888168784914","77:0.15982375813143707;86:0.08941686642673591;84:0.11382720414733068","77:68;86:68;84:68","86:0.17529901012224083","0.1630859375","0.116455078125","Yes"
"86","233.60549531598286","346.8521389696412","0.0068359375","0.01220703125","0.00146484375","2200","0.00022056816989400008","32","0.00022056816989400008","0","0.00022056816989400008","0.00022056816989400008","85:0.08941686642673591;87:0.0013380460580747766","85:68;87:68","85:0.17529901012224083;87:0.0014830757873159628","0.0068359375","0.00244140625","Yes"
"87","277.50924999863065","465.24774703311755","0.00439453125","0.00732421875","0.00146484375","2200","0.0001131971739429364","32","0.0001131971739429364","0","0.0001131971739429364","0.0001131971739429364","86:0.0013380460580747766;88:0.0009884607449282545;97:0.0010352768690083392","86:68;88:68;97:68","86:0.0014830757873159628;88:0.0009049985005040728;97:0.0010826033463919582","0.00439453125","0.001953125","Yes"
"88","227.51704812632218","281.6565198175689","0.01171875","0.00634765625","0.01708984375","2200","0.00017009475800963239","32","0.00017009475800963239","0","0.00017009475800963239","0.00017009475800963239","87:0.0009884607449282545;89:0.0010529096563538232","87:68;89:68","87:0.0009049985005040728;89:0.0014848475618254864","0.01171875","0.008544921875","Yes"
"89","292.985440449332","310.6290307499871","0.00341796875","0.00244140625","0.00439453125","2200","0.00008045668166477033","32","0.00008045668166477033","0","0.00008045668166477033","0.00008045668166477033","90:0.001575925757025115;88:0.0010529096563538232;78:0.0009260462272629721","90:88;88:68;78:68","90:0.0011152771271063233;88:0.0014848475618254864;78:0.0014743309824421513","0.00341796875","0.00439453125","Yes"
"90","229.21918274180373","318.5691931885406","0.00390625","0.00390625","0.00390625","2200","0.00010076091178381908","32","0.00010076091178381908","0","0.00010076091178381908","0.00010076091178381908","89:0.001575925757025115;91:0.0011694771237739376","89:88;91:68","89:0.0011152771271063233;91:0.001772915845950379","0.00390625","0.0048828125","Yes"
"91","276.5549695264291","140.30262685267104","0.0087890625","0.015625","0.001953125","2200","0.0001712280040484517","32","0.0001712280040484517","0","0.0001712280040484517","0.0001712280040484517","98:0.0006977427655174284;90:0.0011694771237739376;92:0.001265697569238583","98:68;90:68;92:68","98:0.001279703501470414;90:0.001772915845950379;92:0.0016226760205431956","0.0087890625","0.004150390625","Yes"
"92","328.00169241121876","423.3085051441279","0.018798828125","0.017578125","0.02001953125","2200","0.00012693617271188905","32","0.00012693617271188905","0","0.00012693617271188905","0.00012693617271188905","91:0.001265697569238583;93:0.0024723061850522032","91:68;93:68","91:0.0016226760205431956;93:0.0007039973543927491","0.018798828125","0.0126953125","Yes"
"93","363.7853298781262","303.5265821018227","0.014404296875","0.009765625","0.01904296875","2200","0.00011197278168240375","32","0.00011197278168240375","0","0.00011197278168240375","0.00011197278168240375","94:0.0013828911876761496;79:0.0011079849759361715;92:0.0024723061850522032","94:68;79:68;92:68","94:0.0025267431671784912;79:0.001240694292636596;92:0.0007039973543927491","0.014404296875","0.012939453125","Yes"
"94","310.40255618634603","340.30781093417335","0.006591796875","0.0068359375","0.00634765625","2200","0.0001891285299897591","32","0.0001891285299897591","0","0.0001891285299897591","0.0001891285299897591","93:0.0013828911876761496;95:0.0010351385224453002","93:68;95:68","93:0.0025267431671784912;95:0.0022478856054803653","0.006591796875","0.002197265625","Yes"
"95","149.45864410175716","172.21746610996595","0.004150390625","0.00634765625","0.001953125","2200","0.00011850940448144596","32","0.00011850940448144596","0","0.00011850940448144596","0.00011850940448144596","99:0.0010387701229425395;94:0.0010351385224453002","99:68;94:68","99:0.0008869484136937722;94:0.0022478856054803653","0.004150390625","0.005615234375","Yes"
"96","313.0393625181717","497.28052653364557","0.00830078125","0.0078125","0.0087890625","2200","0.00012899560545754756","32","0.00012899560545754756","0","0.00012899560545754756","0.00012899560545754756","83:0.0017961616613288156;103:0.0017310767325225684","83:68;103:68","83:0.001289291174797924;103:0.0012975799752954764","0.00830078125","0.01220703125","Yes"
"97","232.19509702675302","329.86437949383304","0.009521484375","0.01025390625","0.0087890625","2200","0.00016976021860822346","32","0.00016976021860822346","0","0.00016976021860822346","0.00016976021860822346","87:0.0010352768690083392;107:0.0012632154046756938","87:68;107:68","87:0.0010826033463919582;107:0.0009376903319613383","0.009521484375","0.00537109375","Yes"
"98","300.6888846888197","379.7720354003372","0.00634765625","0.00244140625","0.01025390625","2200","0.00007351104324565046","32","0.00007351104324565046","0","0.00007351104324565046","0.00007351104324565046","91:0.0006977427655174284;111:0.0007484269744814087","91:68;111:68","91:0.001279703501470414;111:0.0008167846399225187","0.00634765625","0.0068359375","Yes"
"99","135.30857427414577","169.4285405936571","0.00390625","0.0048828125","0.0029296875","2200","0.00014133996618436755","32","0.00014133996618436755","0","0.00014133996618436755","0.00014133996618436755","115:0.001514558996930121;95:0.0010387701229425395","115:68;95:68","115:0.004122440702624103;95:0.0008869484136937722","0.00390625","0.0078125","Yes"
"100","211.48950033993188","354.75394788023004","0.0068359375","0.005859375","0.0078125","2200","0.0024505684961853157","32","0.0024505684961853157","0","0.0024505684961853157","0.0024505684961853157","101:0.0012027024315811319","101:68","101:0.002318280468240813","0.0068359375","0.005615234375","Yes"
"101","328.18082949255967","441.6236903621893","0.00927734375","0.01318359375","0.00537109375","2200","0.00011573807448836882","32","0.00011573807448836882","0","0.00011573807448836882","0.00011573807448836882","100:0.0012027024315811319;116:0.0014059840216454622;102:0.006782272539749584","100:68;116:68;102:68","100:0.002318280468240813;116:0.002165584783264174;102:0.006334142086341338","0.00927734375","0.00341796875","Yes"
"102","254.65857669883982","436.86195647294505","0.003173828125","0.00439453125","0.001953125","2200","0.00011545541757576101","32","0.00011545541757576101","0","0.00011545541757576101","0.00011545541757576101","101:0.006782272539749584;103:0.0010477585443059156","101:68;103:68","101:0.006334142086341338;103:0.001975354865490442","0.003173828125","0.00390625","Yes"
"103","392.4036507006047","495.77371312908707","0.00634765625","0.0078125","0.0048828125","2200","0.0001178073765493678","32","0.0001178073765493678","0","0.0001178073765493678","0.0001178073765493678","104:0.001821125227524506;96:0.0017310767325225684;102:0.0010477585443059156","104:68;96:68;102:68","104:0.0016356067219324144;96:0.0012975799752954764;102:0.001975354865490442","0.00634765625","0.004638671875","Yes"
"104","278.6913878609495","448.78547120186084","0.013671875","0.017578125","0.009765625","2200","0.0007060690654633596","32","0.0007060690654633596","0","0.0007060690654633596","0.0007060690654633596","103:0.001821125227524506;105:0.0018393630118924698","103:68;105:68","103:0.0016356067219324144;105:0.0013054216997893942","0.013671875","0.0341796875","Yes"
"105","319.4349116538578","380.872182956499","0.007568359375","0.00537109375","0.009765625","2200","0.00016984236434128497","32","0.00016984236434128497","0","0.00016984236434128497","0.00016984236434128497","104:0.0018393630118924698;106:0.0008107673670595394;117:0.0013866200887033553","104:68;106:68;117:68","104:0.0013054216997893942;106:0.000982836380778257;117:0.0014191586165004377","0.007568359375","0.008544921875","Yes"
"106","218.9976610855876","294.92188111825647","0.010498046875","0.005859375","0.01513671875","2200","0.0001649057965982995","32","0.0001649057965982995","0","0.0001649057965982995","0.0001649057965982995","107:0.0010599341105881899;105:0.0008107673670595394","107:68;105:68","107:0.000918444053300882;105:0.000982836380778257","0.010498046875","0.0087890625","Yes"
"107","27.80985900756809","45.344860774306476","0.002685546875","0.00537109375","0","2200","0.00020437501848634206","32","0.00020437501848634206","0","0.00020437501848634206","0.00020437501848634206","106:0.0010599341105881899;108:0.001156354192825615;97:0.0012632154046756938","106:68;108:68;97:68","106:0.000918444053300882;108:0.001126647793386698;97:0.0009376903319613383","0.002685546875","0.00048828125","Yes"
"108","237.3205020100658","397.6637847619169","0.005126953125","0.0078125","0.00244140625","2200","0.0001949453117029948","32","0.0001949453117029948","0","0.0001949453117029948","0.0001949453117029948","107:0.001156354192825615;109:0.001102705108734725","107:68;109:68","107:0.001126647793386698;109:0.000947198989742909","0.005126953125","0.00927734375","Yes"
"109","295.7971448148148","325.5805994609406","0.002197265625","0.00439453125","0","2200","0.00013220027396783482","32","0.00013220027396783482","0","0.00013220027396783482","0.00013220027396783482","108:0.001102705108734725;110:0.0013068754885566802;118:0.002519601878228056","108:68;110:68;118:68","108:0.000947198989742909;110:0.0008415255101029973;118:0.0014926600331710838","0.002197265625","0.013427734375","Yes"
"110","325.8851813674852","439.0290096379653","0.00634765625","0.00390625","0.0087890625","2200","0.00025096006231985435","32","0.00025096006231985435","0","0.00025096006231985435","0.00025096006231985435","109:0.0013068754885566802;111:0.0021930877529985626","109:68;111:68","109:0.0008415255101029973;111:0.002297727460166765","0.00634765625","0.008056640625","Yes"
"111","339.13354312743456","499.72304309376705","0.004150390625","0.00439453125","0.00390625","2200","0.00010247107154033728","32","0.00010247107154033728","0","0.00010247107154033728","0.00010247107154033728","112:0.0016350787036406578;110:0.0021930877529985626;98:0.0007484269744814087","112:68;110:68;98:68","112:0.0016660697246350387;110:0.002297727460166765;98:0.0008167846399225187","0.004150390625","0.006103515625","Yes"
"112","46.79346019997337","78.28288063439646","0.01123046875","0.02099609375","0.00146484375","2200","0.0009844067979847169","32","0.0009844067979847169","0","0.0009844067979847169","0.0009844067979847169","111:0.0016350787036406578;113:0.0017189243565724488","111:68;113:68","111:0.0016660697246350387;113:0.002477632492284304","0.01123046875","0.006103515625","Yes"
"113","352.2285252589478","503.73739348618847","0.017822265625","0.0078125","0.02783203125","2200","0.00015960025831473056","32","0.00015960025831473056","0","0.00015960025831473056","0.00015960025831473056","119:0.0013372933025142253;112:0.0017189243565724488;114:0.0015221681726515501","119:68;112:68;114:68","119:0.001822963398121491;112:0.002477632492284304;114:0.0028880153901922057","0.017822265625","0.00830078125","Yes"
"114","234.23770261863731","245.59688764572763","0.007080078125","0.00439453125","0.009765625","2200","0.00017174588187410987","32","0.00017174588187410987","0","0.00017174588187410987","0.00017174588187410987","115:0.001110038701128746;113:0.0015221681726515501","115:68;113:68","115:0.0035702345412302605;113:0.0028880153901922057","0.007080078125","0.0068359375","Yes"
"115","336.99951971803347","532.6595240106286","0.004638671875","0.0068359375","0.00244140625","2200","0.0000855093687094453","32","0.0000855093687094453","0","0.0000855093687094453","0.0000855093687094453","99:0.001514558996930121;114:0.001110038701128746","99:68;114:68","99:0.004122440702624103;114:0.0035702345412302605","0.004638671875","0.00341796875","Yes"
"116","259.28445657118766","317.27968350834624","0.032470703125","0.02490234375","0.0400390625","2200","0.00020907673771454688","32","0.00020907673771454688","0","0.00020907673771454688","0.00020907673771454688","101:0.0014059840216454622;121:0.002530033793504416","101:68;121:68","101:0.002165584783264174;121:0.0021074140972792144","0.032470703125","0.020263671875","Yes"
"117","282.90326221985356","395.85339471213155","0.005126953125","0.00634765625","0.00390625","2200","0.0001276217099789183","32","0.0001276217099789183","0","0.0001276217099789183","0.0001276217099789183","105:0.0013866200887033553;125:0.0009875779437146237","105:68;125:68","105:0.0014191586165004377;125:0.0014329632742897391","0.005126953125","0.004150390625","Yes"
"118","276.6777638628672","354.23692891844144","0.00927734375","0.0107421875","0.0078125","2200","0.000269186038016747","32","0.000269186038016747","0","0.000269186038016747","0.000269186038016747","109:0.002519601878228056;129:0.0007953920467881626","109:68;129:68","109:0.0014926600331710838;129:0.0006758036595509165","0.00927734375","0.00439453125","Yes"
"119","315.1432943796576","436.9177024516831","0.01171875","0.0068359375","0.0166015625","2200","0.0001353416085326955","32","0.0001353416085326955","0","0.0001353416085326955","0.0001353416085326955","113:0.0013372933025142253;133:0.001524828150949259","113:68;133:68","113:0.001822963398121491;133:0.003862308535911324","0.01171875","0.007080078125","Yes"
"120","247.53184403904163","323.0117290032295","0.009033203125","0.01025390625","0.0078125","2200","0.00020333457452152007","32","0.00020333457452152007","0","0.00020333457452152007","0.00020333457452152007","121:0.0011365718298880223","121:68","121:0.0010718165428081072","0.009033203125","0.00439453125","Yes"
"121","264.5680737411286","284.2078734623814","0.00537109375","0.00634765625","0.00439453125","2200","0.000087046324612401","32","0.000087046324612401","0","0.000087046324612401","0.000087046324612401","120:0.0011365718298880223;122:0.001371630126999701;116:0.002530033793504416","120:68;122:68;116:68","120:0.0010718165428081072;122:0.0016518269057008705;116:0.0021074140972792144","0.00537109375","0.004150390625","Yes"
"122","288.8033346710144","270.78926587268865","0.0048828125","0.00537109375","0.00439453125","2200","0.00023352475754524353","32","0.00023352475754524353","0","0.00023352475754524353","0.00023352475754524353","121:0.001371630126999701;123:0.0019307902446886738","121:68;123:68","121:0.0016518269057008705;123:0.0009656788936137362","0.0048828125","0.0029296875","Yes"
"123","324.0709918953904","311.3405208627254","0.003662109375","0.00390625","0.00341796875","2200","0.00010762485359261434","32","0.00010762485359261434","0","0.00010762485359261434","0.00010762485359261434","136:0.001990080905277858;124:0.0017896683008661596;122:0.0019307902446886738","136:68;124:68;122:68","136:0.001396513594012605;124:0.000883702304032119;122:0.0009656788936137362","0.003662109375","0.003173828125","Yes"
"124","298.29430796795293","361.5367581429331","0.0048828125","0.00341796875","0.00634765625","2200","0.00011016200320373455","32","0.00011016200320373455","0","0.00011016200320373455","0.00011016200320373455","123:0.0017896683008661596;125:0.0007919509581121587","123:68;125:68","123:0.000883702304032119;125:0.0011604071023534335","0.0048828125","0.005126953125","Yes"
"125","275.6601474826861","323.80686574440824","0.007568359375","0.0048828125","0.01025390625","2200","0.0001963806772457398","32","0.0001963806772457398","0","0.0001963806772457398","0.0001963806772457398","117:0.0009875779437146237;124:0.0007919509581121587;126:0.001014578633739105","117:68;124:68;126:68","117:0.0014329632742897391;124:0.0011604071023534335;126:0.0015202848422640747","0.007568359375","0.00439453125","Yes"
"126","276.525716732019","344.98166083933273","0.007080078125","0.005859375","0.00830078125","2200","0.00023037299537745793","32","0.00023037299537745793","0","0.00023037299537745793","0.00023037299537745793","127:0.0015081971487137247;125:0.001014578633739105","127:68;125:68","127:0.0014541530733074293;125:0.0015202848422640747","0.007080078125","0.003173828125","Yes"
"127","334.2534920918852","384.96721599920255","0.0048828125","0.0048828125","0.0048828125","2200","0.00017380956729307284","32","0.00017380956729307284","0","0.00017380956729307284","0.00017380956729307284","126:0.0015081971487137247;128:0.0010608841438025374;137:0.0018155989897377933","126:68;128:68;137:68","126:0.0014541530733074293;128:0.001171994837402518;137:0.0016986702949248478","0.0048828125","0.00537109375","Yes"
"128","294.98855502646876","361.0091393136674","0.009521484375","0.00390625","0.01513671875","2200","0.00028307130657246286","32","0.00028307130657246286","0","0.00028307130657246286","0.00028307130657246286","127:0.0010608841438025374;129:0.0008659502918952622","127:68;129:68","127:0.001171994837402518;129:0.0009393618109158342","0.009521484375","0.007568359375","Yes"
"129","356.13009446854545","442.2812370688061","0.0048828125","0.0048828125","0.0048828125","2200","0.00014752101863249449","32","0.00014752101863249449","0","0.00014752101863249449","0.00014752101863249449","130:0.0011344301599094941;128:0.0008659502918952622;118:0.0007953920467881626","130:68;128:68;118:68","130:0.0011540933679095866;128:0.0009393618109158342;118:0.0006758036595509165","0.0048828125","0.004638671875","Yes"
"130","296.81109575164044","475.79567588982195","0.00830078125","0.00439453125","0.01220703125","2200","0.00010284672989965889","32","0.00010284672989965889","0","0.00010284672989965889","0.00010284672989965889","129:0.0011344301599094941;131:0.001166851316837969","129:68;131:68","129:0.0011540933679095866;131:0.001955570651025168","0.00830078125","0.00439453125","Yes"
"131","347.81440386977937","365.59518931403716","0.001708984375","0.00244140625","0.0009765625","2200","0.00017778002550981642","32","0.00017778002550981642","0","0.00017778002550981642","0.00017778002550981642","138:0.0011346734546355264;130:0.001166851316837969;132:0.0007063033408780117","138:68;130:68;132:68","138:0.0017285333799286207;130:0.001955570651025168;132:0.0016739491914558868","0.001708984375","0.00244140625","Yes"
"132","261.42784490018136","329.4680098725025","0.00439453125","0.00341796875","0.00537109375","2200","0.00013197912546349078","32","0.00013197912546349078","0","0.00013197912546349078","0.00013197912546349078","133:0.001342429233872594;131:0.0007063033408780117","133:68;131:68","133:0.004100544849377247;131:0.0016739491914558868","0.00439453125","0.00390625","Yes"
"133","363.48770610573325","353.77511911312826","0.0087890625","0.001953125","0.015625","2200","0.0001292503747836757","32","0.0001292503747836757","0","0.0001292503747836757","0.0001292503747836757","132:0.001342429233872594;134:0.0011082734508817693;119:0.001524828150949259","132:68;134:68;119:68","132:0.004100544849377247;134:0.005153197257911607;119:0.003862308535911324","0.0087890625","0.00634765625","Yes"
"134","282.42193607061415","349.7405586627478","0.0048828125","0.00537109375","0.00439453125","2200","0.00012929005512167275","32","0.00012929005512167275","0","0.00012929005512167275","0.00012929005512167275","133:0.0011082734508817693;135:0.0008879488850684347","133:68;135:68","133:0.005153197257911607;135:0.0009687094414603248","0.0048828125","0.003173828125","Yes"
"135","324.04288446347715","488.1930341106792","0.00439453125","0.00537109375","0.00341796875","2200","0.0001246578942837051","32","0.0001246578942837051","0","0.0001246578942837051","0.0001246578942837051","134:0.0008879488850684347;139:0.0009049239314208313","134:68;139:68","134:0.0009687094414603248;139:0.0013316421243339815","0.00439453125","0.003662109375","Yes"
"136","285.8899254687663","390.4460224387284","0.00439453125","0.0068359375","0.001953125","2200","0.0001397388274537559","32","0.0001397388274537559","0","0.0001397388274537559","0.0001397388274537559","123:0.001990080905277858;143:0.002541544823292774","123:68;143:68","123:0.001396513594012605;143:0.0008527397276229254","0.00439453125","0.01123046875","Yes"
"137","298.86162302254326","405.7814972051575","0.015380859375","0.02685546875","0.00390625","2200","0.00012906848307829604","32","0.00012906848307829604","0","0.00012906848307829604","0.00012906848307829604","147:0.0018969462177297336;127:0.0018155989897377933","147:68;127:68","147:0.002343117133319389;127:0.0016986702949248478","0.015380859375","0.00830078125","Yes"
"138","322.7865279328319","486.65349437838245","0.005126953125","0.00244140625","0.0078125","2200","0.00023302076606578146","32","0.00023302076606578146","0","0.00023302076606578146","0.00023302076606578146","151:0.002686525919924687;131:0.0011346734546355264","151:68;131:68","151:0.00121172560587679;131:0.0017285333799286207","0.005126953125","0.00634765625","Yes"
"139","323.0921410123573","308.646952963027","0.011474609375","0.00830078125","0.0146484375","2200","0.00017642224914555849","32","0.00017642224914555849","0","0.00017642224914555849","0.00017642224914555849","155:0.001380572373856609;135:0.0009049239314208313","155:68;135:68","155:0.0011498569516438795;135:0.0013316421243339815","0.011474609375","0.004638671875","Yes"
"140","326.841286772117","580.3105845863945","0.005126953125","0.0009765625","0.00927734375","2200","0.0000976692777055123","32","0.0000976692777055123","0","0.0000976692777055123","0.0000976692777055123","141:0.0009722954860764133","141:68","141:0.0010713515822087516","0.005126953125","0.010009765625","Yes"
"141","382.63770491143356","525.9621421239162","0.00537109375","0.005859375","0.0048828125","2200","0.00022911458795813285","32","0.00022911458795813285","0","0.00022911458795813285","0.00022911458795813285","140:0.0009722954860764133;142:0.0008799951296094288","140:68;142:68","140:0.0010713515822087516;142:0.0009822983193570056","0.00537109375","0.006103515625","Yes"
"142","304.6472031725963","349.7838748971168","0.00341796875","0.001953125","0.0048828125","2200","0.00010914973924605053","32","0.00010914973924605053","0","0.00010914973924605053","0.00010914973924605053","143:0.0012006137517227289;141:0.0008799951296094288","143:68;141:68","143:0.0012037367890339878;141:0.0009822983193570056","0.00341796875","0.003662109375","Yes"
"143","351.11469175994677","515.8642776174325","0.006103515625","0.00732421875","0.0048828125","2200","0.00010659549417884305","32","0.00010659549417884305","0","0.00010659549417884305","0.00010659549417884305","142:0.0012006137517227289;144:0.0009686636081255307;136:0.002541544823292774","142:68;144:88;136:68","142:0.0012037367890339878;144:0.001273979754395027;136:0.0008527397276229254","0.006103515625","0.002685546875","Yes"
"144","284.82757295365263","410.3437425133201","0.005859375","0.005859375","0.005859375","2200","0.00009439920876201171","32","0.00009439920876201171","0","0.00009439920876201171","0.00009439920876201171","145:0.0007989661288497207;143:0.0009686636081255307","145:68;143:88","145:0.0009688483979626294;143:0.001273979754395027","0.005859375","0.00537109375","Yes"
"145","317.99253210142103","310.44438364963315","0.0107421875","0.0068359375","0.0146484375","2200","0.00010062803353847403","32","0.00010062803353847403","0","0.00010062803353847403","0.00010062803353847403","144:0.0007989661288497207;146:0.08601607400209281","144:68;146:108","144:0.0009688483979626294;146:0.05651621489484876","0.0107421875","0.006591796875","Yes"
"146","13.450267497920118","11.967440321113644","0.164794921875","0.212890625","0.11669921875","2200","","32","","0","","","145:0.08601607400209281;147:0.09090122698582359","145:108;147:68","145:0.05651621489484876;147:0.10006744520919778","0.164794921875","0.194091796875","Yes"
"147","404.8642508139547","576.0134063587853","0.00341796875","0.00439453125","0.00244140625","2200","0.0001495425731203884","32","0.0001495425731203884","0","0.0001495425731203884","0.0001495425731203884","148:0.000959324739313594;137:0.0018969462177297336;146:0.09090122698582359","148:68;137:68;146:68","148:0.0008663705098728436;137:0.002343117133319389;146:0.10006744520919778","0.00341796875","0.016845703125","Yes"
"148","250.98811323740455","400.43029387248913","0.00341796875","0.00390625","0.0029296875","2200","0.00007461377483767832","32","0.00007461377483767832","0","0.00007461377483767832","0.00007461377483767832","147:0.000959324739313594;149:0.0021033816055722465","147:68;149:68","147:0.0008663705098728436;149:0.0015615470979522261","0.00341796875","0.002685546875","Yes"
"149","78.61051273164742","102.94529470683034","0.0068359375","0.0087890625","0.0048828125","2200","0.0002074218779928238","32","0.0002074218779928238","0","0.0002074218779928238","0.0002074218779928238","150:0.00141278363589728;148:0.0021033816055722465","150:88;148:68","150:0.001897281478015933;148:0.0015615470979522261","0.0068359375","0.004638671875","Yes"
"150","262.2924095193439","303.42451825417584","0.003662109375","0.00244140625","0.0048828125","2200","0.00016504199211824595","32","0.00016504199211824595","0","0.00016504199211824595","0.00016504199211824595","149:0.00141278363589728;151:0.005003877162266107","149:88;151:68","149:0.001897281478015933;151:0.004007674788813698","0.003662109375","0.005615234375","Yes"
"151","343.7838155750443","392.1933510293126","0.00390625","0.0048828125","0.0029296875","2200","0.0013345536299793899","32","0.0013345536299793899","0","0.0013345536299793899","0.0013345536299793899","138:0.002686525919924687;152:0.0017288942630963033;150:0.005003877162266107","138:68;152:68;150:68","138:0.00121172560587679;152:0.001407405936553363;150:0.004007674788813698","0.00390625","0.002197265625","Yes"
"152","237.28516470320056","292.1919241454795","0.004638671875","0.0029296875","0.00634765625","2200","0.00009317160313057927","32","0.00009317160313057927","0","0.00009317160313057927","0.00009317160313057927","151:0.0017288942630963033;153:0.0008989183753981","151:68;153:68","151:0.001407405936553363;153:0.0009088057814006234","0.004638671875","0.003662109375","Yes"
"153","337.6941352629386","338.9524991872559","0.00537109375","0.00146484375","0.00927734375","2200","0.00013814608678700766","32","0.00013814608678700766","0","0.00013814608678700766","0.00013814608678700766","152:0.0008989183753981;154:0.0013231448397154622","152:68;154:96","152:0.0009088057814006234;154:0.0007010038276433483","0.00537109375","0.0048828125","Yes"
"154","294.1140258921183","277.6941778478475","0.006103515625","0.005859375","0.00634765625","2200","0.00009411612089926981","32","0.00009411612089926981","0","0.00009411612089926981","0.00009411612089926981","153:0.0013231448397154622;155:0.0011340553146544086","153:96;155:68","153:0.0007010038276433483;155:0.001481461923453914","0.006103515625","0.002685546875","Yes"
